trip_id,arrival_time,departure_time,stop_id,stop_sequence
R008_T01,06:19:14,06:19:14,S0066,6
R008_T01,06:22:51,06:22:51,S0067,7
R008_T01,06:28:26,06:28:26,S0068,8
R008_T01,06:32:33,06:32:33,S0069,9
R008_T01,06:36:55,06:36:55,S0070,10
R008_T01,06:42:22,06:42:22,S0071,11
R008_T01,06:47:25,06:47:25,S0072,12
R008_T01,06:52:03,06:52:03,S0073,13
R008_T01,06:56:25,06:56:25,S0074,14
R008_T01,07:00:01,07:00:01,S0075,15
R008_T02,07:00:00,07:00:00,S0061,1
R008_T02,07:03:30,07:03:30,S0062,2
R008_T02,07:06:36,07:06:36,S0063,3
R008_T02,07:11:11,07:11:11,S0064,4
R008_T02,07:15:18,07:15:18,S0065,5
R008_T02,07:19:54,07:19:54,S0066,6
R008_T02,07:23:21,07:23:21,S0067,7
R008_T02,07:29:00,07:29:00,S0068,8
R008_T02,07:34:35,07:34:35,S0069,9
R008_T02,07:38:13,07:38:13,S0070,10
R008_T02,07:43:30,07:43:30,S0071,11
R008_T02,07:46:41,07:46:41,S0072,12
R008_T02,07:51:00,07:51:00,S0073,13
R008_T02,07:55:22,07:55:22,S0074,14
R008_T02,07:58:33,07:58:33,S0075,15
R008_T03,08:00:00,08:00:00,S0061,1
R008_T03,08:05:25,08:05:25,S0062,2
R008_T03,08:08:34,08:08:34,S0063,3
R008_T03,08:14:14,08:14:14,S0064,4
R008_T03,08:17:19,08:17:19,S0065,5
R008_T03,08:22:52,08:22:52,S0066,6
R008_T03,08:26:16,08:26:16,S0067,7
R008_T03,08:30:45,08:30:45,S0068,8
R008_T03,08:34:55,08:34:55,S0069,9
R008_T03,08:39:14,08:39:14,S0070,10
R008_T03,08:44:34,08:44:34,S0071,11
R008_T03,08:50:12,08:50:12,S0072,12
R008_T03,08:53:15,08:53:15,S0073,13
R008_T03,08:56:25,08:56:25,S0074,14
R008_T03,09:01:28,09:01:28,S0075,15
R008_T04,09:00:00,09:00:00,S0061,1
R008_T04,09:04:28,09:04:28,S0062,2
R008_T04,09:09:55,09:09:55,S0063,3
R008_T04,09:14:33,09:14:33,S0064,4
R008_T04,09:18:59,09:18:59,S0065,5
R008_T04,09:23:12,09:23:12,S0066,6
R008_T04,09:28:19,09:28:19,S0067,7
R008_T04,09:32:46,09:32:46,S0068,8
R008_T04,09:36:04,09:36:04,S0069,9
R008_T04,09:41:41,09:41:41,S0070,10
R008_T04,09:46:14,09:46:14,S0071,11
R008_T04,09:51:33,09:51:33,S0072,12
R008_T04,09:54:47,09:54:47,S0073,13
R008_T04,09:59:25,09:59:25,S0074,14
R008_T04,10:02:25,10:02:25,S0075,15
R008_T05,10:00:00,10:00:00,S0061,1
R008_T05,10:03:08,10:03:08,S0062,2
R008_T05,10:07:26,10:07:26,S0063,3
R008_T05,10:11:33,10:11:33,S0064,4
R008_T05,10:15:04,10:15:04,S0065,5
R008_T05,10:20:31,10:20:31,S0066,6
R008_T05,10:23:39,10:23:39,S0067,7
R008_T05,10:28:13,10:28:13,S0068,8
R008_T05,10:33:27,10:33:27,S0069,9
R008_T05,10:39:02,10:39:02,S0070,10
R008_T05,10:44:24,10:44:24,S0071,11
R008_T05,10:47:49,10:47:49,S0072,12
R008_T05,10:52:51,10:52:51,S0073,13
R008_T05,10:56:52,10:56:52,S0074,14
R008_T05,11:00:56,11:00:56,S0075,15
R008_T06,11:00:00,11:00:00,S0061,1
R008_T06,11:04:36,11:04:36,S0062,2
R008_T06,11:09:16,11:09:16,S0063,3
R008_T06,11:13:34,11:13:34,S0064,4
R008_T06,11:16:59,11:16:59,S0065,5
R008_T06,11:20:19,11:20:19,S0066,6
R008_T06,11:23:58,11:23:58,S0067,7
R008_T06,11:28:21,11:28:21,S0068,8
R008_T06,11:31:48,11:31:48,S0069,9
R008_T06,11:35:03,11:35:03,S0070,10
R008_T06,11:39:40,11:39:40,S0071,11
R008_T06,11:44:13,11:44:13,S0072,12
R008_T06,11:47:38,11:47:38,S0073,13
R008_T06,11:51:59,11:51:59,S0074,14
R008_T06,11:55:20,11:55:20,S0075,15
R009_T01,06:00:00,06:00:00,S0082,1
R009_T01,06:03:33,06:03:33,S0083,2
R009_T01,06:08:45,06:08:45,S0084,3
R009_T01,06:13:07,06:13:07,S0085,4
R009_T01,06:18:16,06:18:16,S0086,5
R009_T01,06:21:22,06:21:22,S0087,6
R009_T01,06:24:38,06:24:38,S0088,7
R009_T01,06:27:49,06:27:49,S0089,8
R009_T01,06:32:58,06:32:58,S0090,9
R009_T01,06:38:02,06:38:02,S0091,10
R009_T01,06:41:42,06:41:42,S0092,11
R009_T01,06:46:11,06:46:11,S0093,12
R009_T01,06:51:48,06:51:48,S0094,13
R009_T01,06:56:24,06:56:24,S0095,14
R009_T02,07:00:00,07:00:00,S0082,1
R009_T02,07:05:20,07:05:20,S0083,2
R009_T02,07:10:40,07:10:40,S0084,3
R009_T02,07:14:08,07:14:08,S0085,4
R009_T02,07:17:38,07:17:38,S0086,5
R009_T02,07:22:18,07:22:18,S0087,6
R009_T02,07:26:35,07:26:35,S0088,7
R009_T02,07:31:38,07:31:38,S0089,8
R009_T02,07:36:10,07:36:10,S0090,9
R009_T02,07:39:29,07:39:29,S0091,10
R009_T02,07:43:57,07:43:57,S0092,11
R009_T02,07:47:00,07:47:00,S0093,12
R009_T02,07:51:18,07:51:18,S0094,13
R009_T02,07:54:23,07:54:23,S0095,14
R009_T03,08:00:00,08:00:00,S0082,1
R009_T03,08:05:24,08:05:24,S0083,2
R009_T03,08:10:01,08:10:01,S0084,3
R009_T03,08:15:03,08:15:03,S0085,4
R009_T03,08:19:39,08:19:39,S0086,5
R009_T03,08:24:51,08:24:51,S0087,6
R009_T03,08:29:29,08:29:29,S0088,7
R009_T03,08:34:01,08:34:01,S0089,8
R009_T03,08:37:04,08:37:04,S0090,9
R009_T03,08:41:10,08:41:10,S0091,10
R009_T03,08:45:15,08:45:15,S0092,11
R009_T03,08:50:26,08:50:26,S0093,12
R009_T03,08:53:41,08:53:41,S0094,13
R009_T03,08:59:09,08:59:09,S0095,14
R009_T04,09:00:00,09:00:00,S0082,1
R009_T04,09:05:39,09:05:39,S0083,2
R009_T04,09:09:02,09:09:02,S0084,3
R009_T04,09:13:20,09:13:20,S0085,4
R009_T04,09:17:46,09:17:46,S0086,5
R009_T04,09:22:24,09:22:24,S0087,6
R009_T04,09:26:04,09:26:04,S0088,7
R009_T04,09:31:25,09:31:25,S0089,8
R009_T04,09:34:46,09:34:46,S0090,9
R009_T04,09:38:21,09:38:21,S0091,10
R009_T04,09:43:45,09:43:45,S0092,11
R009_T04,09:48:01,09:48:01,S0093,12
R009_T04,09:53:39,09:53:39,S0094,13
R009_T04,09:57:00,09:57:00,S0095,14
R009_T05,10:00:00,10:00:00,S0082,1
R009_T05,10:05:09,10:05:09,S0083,2
R009_T05,10:09:28,10:09:28,S0084,3
R009_T05,10:14:53,10:14:53,S0085,4
R009_T05,10:18:31,10:18:31,S0086,5
R009_T05,10:23:36,10:23:36,S0087,6
R009_T05,10:28:11,10:28:11,S0088,7
R009_T05,10:32:32,10:32:32,S0089,8
R009_T05,10:36:05,10:36:05,S0090,9
R009_T05,10:39:32,10:39:32,S0091,10
R009_T05,10:44:55,10:44:55,S0092,11
R009_T05,10:48:18,10:48:18,S0093,12
R009_T05,10:52:29,10:52:29,S0094,13
R009_T05,10:55:50,10:55:50,S0095,14
R009_T06,11:00:00,11:00:00,S0082,1
R009_T06,11:03:08,11:03:08,S0083,2
R009_T06,11:06:12,11:06:12,S0084,3
R009_T06,11:10:18,11:10:18,S0085,4
R009_T06,11:15:52,11:15:52,S0086,5
R009_T06,11:21:25,11:21:25,S0087,6
R009_T06,11:24:46,11:24:46,S0088,7
R009_T06,11:29:54,11:29:54,S0089,8
R009_T06,11:35:18,11:35:18,S0090,9
R009_T06,11:38:28,11:38:28,S0091,10
R009_T06,11:42:07,11:42:07,S0092,11
R009_T06,11:45:35,11:45:35,S0093,12
R009_T06,11:49:01,11:49:01,S0094,13
R009_T06,11:53:16,11:53:16,S0095,14
R010_T01,06:00:00,06:00:00,S0097,1
R010_T01,06:05:28,06:05:28,S0098,2
R010_T01,06:09:02,06:09:02,S0099,3
R010_T01,06:12:21,06:12:21,S0100,4
R010_T01,06:16:33,06:16:33,S0101,5
R010_T01,06:21:09,06:21:09,S0102,6
R010_T01,06:25:38,06:25:38,S0103,7
R010_T01,06:30:02,06:30:02,S0104,8
R010_T01,06:35:35,06:35:35,S0105,9
R010_T01,06:39:45,06:39:45,S0106,10
R010_T01,06:43:23,06:43:23,S0107,11
R010_T01,06:46:39,06:46:39,S0108,12
R010_T02,07:00:00,07:00:00,S0097,1
R010_T02,07:04:35,07:04:35,S0098,2
R010_T02,07:08:08,07:08:08,S0099,3
R010_T02,07:11:26,07:11:26,S0100,4
R010_T02,07:14:36,07:14:36,S0101,5
R010_T02,07:19:04,07:19:04,S0102,6
R010_T02,07:24:13,07:24:13,S0103,7
R010_T02,07:28:18,07:28:18,S0104,8
R010_T02,07:31:46,07:31:46,S0105,9
R010_T02,07:35:47,07:35:47,S0106,10
R010_T02,07:39:50,07:39:50,S0107,11
R010_T02,07:44:22,07:44:22,S0108,12
R010_T03,08:00:00,08:00:00,S0097,1
R010_T03,08:04:05,08:04:05,S0098,2
R010_T03,08:08:19,08:08:19,S0099,3
R010_T03,08:11:39,08:11:39,S0100,4
R010_T03,08:15:00,08:15:00,S0101,5
R010_T03,08:18:08,08:18:08,S0102,6
R010_T03,08:21:26,08:21:26,S0103,7
R010_T03,08:25:34,08:25:34,S0104,8
R010_T03,08:31:04,08:31:04,S0105,9
R010_T03,08:35:43,08:35:43,S0106,10
R010_T03,08:38:48,08:38:48,S0107,11
R010_T03,08:42:04,08:42:04,S0108,12
R010_T04,09:00:00,09:00:00,S0097,1
R010_T04,09:05:38,09:05:38,S0098,2
R010_T04,09:11:05,09:11:05,S0099,3
R010_T04,09:14:23,09:14:23,S0100,4
R010_T04,09:17:42,09:17:42,S0101,5
R010_T04,09:20:45,09:20:45,S0102,6
R010_T04,09:24:11,09:24:11,S0103,7
R010_T04,09:29:50,09:29:50,S0104,8
R010_T04,09:33:54,09:33:54,S0105,9
R010_T04,09:37:25,09:37:25,S0106,10
R010_T04,09:42:59,09:42:59,S0107,11
R010_T04,09:46:39,09:46:39,S0108,12
R010_T05,10:00:00,10:00:00,S0097,1
R010_T05,10:03:09,10:03:09,S0098,2
R010_T05,10:07:36,10:07:36,S0099,3
R010_T05,10:11:15,10:11:15,S0100,4
R010_T05,10:15:30,10:15:30,S0101,5
R010_T05,10:20:56,10:20:56,S0102,6
R010_T05,10:24:01,10:24:01,S0103,7
R010_T05,10:29:24,10:29:24,S0104,8
R010_T05,10:32:57,10:32:57,S0105,9
R010_T05,10:38:29,10:38:29,S0106,10
R010_T05,10:44:04,10:44:04,S0107,11
R010_T05,10:47:28,10:47:28,S0108,12
R010_T06,11:00:00,11:00:00,S0097,1
R010_T06,11:05:24,11:05:24,S0098,2
R010_T06,11:09:40,11:09:40,S0099,3
R010_T06,11:14:41,11:14:41,S0100,4
R010_T06,11:18:45,11:18:45,S0101,5
R010_T06,11:23:00,11:23:00,S0102,6
R010_T06,11:28:40,11:28:40,S0103,7
R010_T06,11:32:17,11:32:17,S0104,8
R010_T06,11:37:38,11:37:38,S0105,9
R010_T06,11:40:40,11:40:40,S0106,10
R010_T06,11:45:14,11:45:14,S0107,11
R010_T06,11:49:25,11:49:25,S0108,12
R011_T01,06:00:00,06:00:00,S0062,1
R011_T01,06:05:11,06:05:11,S0063,2
R011_T01,06:08:15,06:08:15,S0064,3
R011_T01,06:13:44,06:13:44,S0065,4
R011_T01,06:17:02,06:17:02,S0066,5
R011_T01,06:20:04,06:20:04,S0067,6
R011_T01,06:23:06,06:23:06,S0068,7
R011_T01,06:27:25,06:27:25,S0069,8
R011_T01,06:32:50,06:32:50,S0070,9
R011_T01,06:38:20,06:38:20,S0071,10
R011_T01,06:42:22,06:42:22,S0072,11
R011_T01,06:47:34,06:47:34,S0073,12
R011_T01,06:51:56,06:51:56,S0074,13
R011_T01,06:55:17,06:55:17,S0075,14
R011_T01,06:59:24,06:59:24,S0076,15
R011_T02,07:00:00,07:00:00,S0062,1
R011_T02,07:04:28,07:04:28,S0063,2
R011_T02,07:08:49,07:08:49,S0064,3
R011_T02,07:12:20,07:12:20,S0065,4
R011_T02,07:17:51,07:17:51,S0066,5
R011_T02,07:22:24,07:22:24,S0067,6
R011_T02,07:26:29,07:26:29,S0068,7
R011_T02,07:31:56,07:31:56,S0069,8
R011_T02,07:35:23,07:35:23,S0070,9
R011_T02,07:40:34,07:40:34,S0071,10
R011_T02,07:45:52,07:45:52,S0072,11
R011_T02,07:49:58,07:49:58,S0073,12
R011_T02,07:53:18,07:53:18,S0074,13
R011_T02,07:58:36,07:58:36,S0075,14
R011_T02,08:03:04,08:03:04,S0076,15
R011_T03,08:00:00,08:00:00,S0062,1
R011_T03,08:03:28,08:03:28,S0063,2
R011_T03,08:07:56,08:07:56,S0064,3
R011_T03,08:11:18,08:11:18,S0065,4
R011_T03,08:16:45,08:16:45,S0066,5
R011_T03,08:21:25,08:21:25,S0067,6
R011_T03,08:24:29,08:24:29,S0068,7
R011_T03,08:30:09,08:30:09,S0069,8
R011_T03,08:34:32,08:34:32,S0070,9
R011_T03,08:39:42,08:39:42,S0071,10
R011_T03,08:42:51,08:42:51,S0072,11
R011_T03,08:48:19,08:48:19,S0073,12
R011_T03,08:51:27,08:51:27,S0074,13
R011_T03,08:54:42,08:54:42,S0075,14
R011_T03,09:00:05,09:00:05,S0076,15
R011_T04,09:00:00,09:00:00,S0062,1
R011_T04,09:05:02,09:05:02,S0063,2
R011_T04,09:10:11,09:10:11,S0064,3
R011_T04,09:15:39,09:15:39,S0065,4
R011_T04,09:20:02,09:20:02,S0066,5
R011_T04,09:24:06,09:24:06,S0067,6
R011_T04,09:29:14,09:29:14,S0068,7
R011_T04,09:34:37,09:34:37,S0069,8
R011_T04,09:38:57,09:38:57,S0070,9
R011_T04,09:44:14,09:44:14,S0071,10
R011_T04,09:47:21,09:47:21,S0072,11
R011_T04,09:50:32,09:50:32,S0073,12
R011_T04,09:55:05,09:55:05,S0074,13
R011_T04,09:59:40,09:59:40,S0075,14
R011_T04,10:02:56,10:02:56,S0076,15
R011_T05,10:00:00,10:00:00,S0062,1
R011_T05,10:03:39,10:03:39,S0063,2
R011_T05,10:08:10,10:08:10,S0064,3
R011_T05,10:11:17,10:11:17,S0065,4
R011_T05,10:14:21,10:14:21,S0066,5
R011_T05,10:18:32,10:18:32,S0067,6
R011_T05,10:24:00,10:24:00,S0068,7
R011_T05,10:27:20,10:27:20,S0069,8
R011_T05,10:32:42,10:32:42,S0070,9
R011_T05,10:37:46,10:37:46,S0071,10
R011_T05,10:43:20,10:43:20,S0072,11
R011_T05,10:47:39,10:47:39,S0073,12
R011_T05,10:51:19,10:51:19,S0074,13
R011_T05,10:54:42,10:54:42,S0075,14
R011_T05,10:59:56,10:59:56,S0076,15
R011_T06,11:00:00,11:00:00,S0062,1
R011_T06,11:03:15,11:03:15,S0063,2
R011_T06,11:07:16,11:07:16,S0064,3
R011_T06,11:11:51,11:11:51,S0065,4
R011_T06,11:17:14,11:17:14,S0066,5
R011_T06,11:21:49,11:21:49,S0067,6
R011_T06,11:25:28,11:25:28,S0068,7
R011_T06,11:28:32,11:28:32,S0069,8
R011_T06,11:32:57,11:32:57,S0070,9
R011_T06,11:38:27,11:38:27,S0071,10
R011_T06,11:43:53,11:43:53,S0072,11
R011_T06,11:48:29,11:48:29,S0073,12
R011_T06,11:51:37,11:51:37,S0074,13
R011_T06,11:55:41,11:55:41,S0075,14
R011_T06,12:00:10,12:00:10,S0076,15
R012_T01,06:00:00,06:00:00,S0017,1
R012_T01,06:05:40,06:05:40,S0018,2
R012_T01,06:10:51,06:10:51,S0019,3
R012_T01,06:14:18,06:14:18,S0020,4
R012_T01,06:19:21,06:19:21,S0021,5
R012_T01,06:22:54,06:22:54,S0022,6
R012_T01,06:26:13,06:26:13,S0023,7
R012_T01,06:29:23,06:29:23,S0024,8
R012_T01,06:33:37,06:33:37,S0025,9
R012_T01,06:38:10,06:38:10,S0026,10
R012_T01,06:42:15,06:42:15,S0027,11
R012_T01,06:46:27,06:46:27,S0028,12
R012_T02,07:00:00,07:00:00,S0017,1
R012_T02,07:04:08,07:04:08,S0018,2
R012_T02,07:09:27,07:09:27,S0019,3
R012_T02,07:15:01,07:15:01,S0020,4
R012_T02,07:18:33,07:18:33,S0021,5
R012_T02,07:23:43,07:23:43,S0022,6
R012_T02,07:29:20,07:29:20,S0023,7
R012_T02,07:32:30,07:32:30,S0024,8
R012_T02,07:38:09,07:38:09,S0025,9
R012_T02,07:43:47,07:43:47,S0026,10
R012_T02,07:48:23,07:48:23,S0027,11
R012_T02,07:51:24,07:51:24,S0028,12
R012_T03,08:00:00,08:00:00,S0017,1
R012_T03,08:05:36,08:05:36,S0018,2
R012_T03,08:09:49,08:09:49,S0019,3
R012_T03,08:15:15,08:15:15,S0020,4
R012_T03,08:20:55,08:20:55,S0021,5
R012_T03,08:24:26,08:24:26,S0022,6
R012_T03,08:30:00,08:30:00,S0023,7
R012_T03,08:34:19,08:34:19,S0024,8
R012_T03,08:38:34,08:38:34,S0025,9
R012_T03,08:43:59,08:43:59,S0026,10
R012_T03,08:48:28,08:48:28,S0027,11
R012_T03,08:51:31,08:51:31,S0028,12
R012_T04,09:00:00,09:00:00,S0017,1
R012_T04,09:04:30,09:04:30,S0018,2
R012_T04,09:08:43,09:08:43,S0019,3
R012_T04,09:13:21,09:13:21,S0020,4
R012_T04,09:16:41,09:16:41,S0021,5
R012_T04,09:22:01,09:22:01,S0022,6
R012_T04,09:27:23,09:27:23,S0023,7
R012_T04,09:31:31,09:31:31,S0024,8
R012_T04,09:36:03,09:36:03,S0025,9
R012_T04,09:41:09,09:41:09,S0026,10
R012_T04,09:45:24,09:45:24,S0027,11
R012_T04,09:49:31,09:49:31,S0028,12
R012_T05,10:00:00,10:00:00,S0017,1
R012_T05,10:03:09,10:03:09,S0018,2
R012_T05,10:06:12,10:06:12,S0019,3
R012_T05,10:10:36,10:10:36,S0020,4
R012_T05,10:16:02,10:16:02,S0021,5
R012_T05,10:19:12,10:19:12,S0022,6
R012_T05,10:23:48,10:23:48,S0023,7
R012_T05,10:29:08,10:29:08,S0024,8
R012_T05,10:32:18,10:32:18,S0025,9
R012_T05,10:36:50,10:36:50,S0026,10
R012_T05,10:41:21,10:41:21,S0027,11
R012_T05,10:45:52,10:45:52,S0028,12
R012_T06,11:00:00,11:00:00,S0017,1
R012_T06,11:04:32,11:04:32,S0018,2
R012_T06,11:08:47,11:08:47,S0019,3
R012_T06,11:12:24,11:12:24,S0020,4
R012_T06,11:16:27,11:16:27,S0021,5
R012_T06,11:19:45,11:19:45,S0022,6
R012_T06,11:24:23,11:24:23,S0023,7
R012_T06,11:29:53,11:29:53,S0024,8
R012_T06,11:34:27,11:34:27,S0025,9
R012_T06,11:37:33,11:37:33,S0026,10
R012_T06,11:41:41,11:41:41,S0027,11
R012_T06,11:46:04,11:46:04,S0028,12
R013_T01,06:00:00,06:00:00,S0052,1
R013_T01,06:03:36,06:03:36,S0053,2
R013_T01,06:08:48,06:08:48,S0054,3
R013_T01,06:13:23,06:13:23,S0055,4
R013_T01,06:17:27,06:17:27,S0056,5
R013_T01,06:21:59,06:21:59,S0057,6
R013_T01,06:26:34,06:26:34,S0058,7
R013_T01,06:31:13,06:31:13,S0059,8
R013_T01,06:36:52,06:36:52,S0060,9
R013_T01,06:40:00,06:40:00,S0061,10
R013_T02,07:00:00,07:00:00,S0052,1
R013_T02,07:04:21,07:04:21,S0053,2
R013_T02,07:09:44,07:09:44,S0054,3
R013_T02,07:12:56,07:12:56,S0055,4
R013_T02,07:18:28,07:18:28,S0056,5
R013_T02,07:23:00,07:23:00,S0057,6
R013_T02,07:26:02,07:26:02,S0058,7
R013_T02,07:29:10,07:29:10,S0059,8
R013_T02,07:34:31,07:34:31,S0060,9
R013_T02,07:39:04,07:39:04,S0061,10
R013_T03,08:00:00,08:00:00,S0052,1
R013_T03,08:05:32,08:05:32,S0053,2
R013_T03,08:08:52,08:08:52,S0054,3
R013_T03,08:14:12,08:14:12,S0055,4
R013_T03,08:17:37,08:17:37,S0056,5
R013_T03,08:22:56,08:22:56,S0057,6
R013_T03,08:28:17,08:28:17,S0058,7
R013_T03,08:33:49,08:33:49,S0059,8
R013_T03,08:39:20,08:39:20,S0060,9
R013_T03,08:44:56,08:44:56,S0061,10
R013_T04,09:00:00,09:00:00,S0052,1
R013_T04,09:03:23,09:03:23,S0053,2
R013_T04,09:07:30,09:07:30,S0054,3
R013_T04,09:12:07,09:12:07,S0055,4
R013_T04,09:16:47,09:16:47,S0056,5
R013_T04,09:20:25,09:20:25,S0057,6
R013_T04,09:24:41,09:24:41,S0058,7
R013_T04,09:30:18,09:30:18,S0059,8
R013_T04,09:35:32,09:35:32,S0060,9
R013_T04,09:40:35,09:40:35,S0061,10
R013_T05,10:00:00,10:00:00,S0052,1
R013_T05,10:03:33,10:03:33,S0053,2
R013_T05,10:09:12,10:09:12,S0054,3
R013_T05,10:13:21,10:13:21,S0055,4
R013_T05,10:18:36,10:18:36,S0056,5
R013_T05,10:22:12,10:22:12,S0057,6
R013_T05,10:27:19,10:27:19,S0058,7
R013_T05,10:30:20,10:30:20,S0059,8
R013_T05,10:34:40,10:34:40,S0060,9
R013_T05,10:38:49,10:38:49,S0061,10
R013_T06,11:00:00,11:00:00,S0052,1
R013_T06,11:04:32,11:04:32,S0053,2
R013_T06,11:10:02,11:10:02,S0054,3
R013_T06,11:15:05,11:15:05,S0055,4
R013_T06,11:20:13,11:20:13,S0056,5
R013_T06,11:25:26,11:25:26,S0057,6
R013_T06,11:30:46,11:30:46,S0058,7
R013_T06,11:36:16,11:36:16,S0059,8
R013_T06,11:41:40,11:41:40,S0060,9
R013_T06,11:45:51,11:45:51,S0061,10
R014_T01,06:00:00,06:00:00,S0070,1
R014_T01,06:04:16,06:04:16,S0071,2
R014_T01,06:09:46,06:09:46,S0072,3
R014_T01,06:13:01,06:13:01,S0073,4
R014_T01,06:17:36,06:17:36,S0074,5
R014_T01,06:21:50,06:21:50,S0075,6
R014_T01,06:26:08,06:26:08,S0076,7
R014_T01,06:31:21,06:31:21,S0077,8
R014_T01,06:36:52,06:36:52,S0078,9
R014_T01,06:41:22,06:41:22,S0079,10
R014_T01,06:45:57,06:45:57,S0080,11
R014_T01,06:51:14,06:51:14,S0081,12
R014_T02,07:00:00,07:00:00,S0070,1
R014_T02,07:05:34,07:05:34,S0071,2
R014_T02,07:09:59,07:09:59,S0072,3
R014_T02,07:14:08,07:14:08,S0073,4
R014_T02,07:18:10,07:18:10,S0074,5
R014_T02,07:22:15,07:22:15,S0075,6
R014_T02,07:26:43,07:26:43,S0076,7
R014_T02,07:31:59,07:31:59,S0077,8
R014_T02,07:37:29,07:37:29,S0078,9
R014_T02,07:40:41,07:40:41,S0079,10
R014_T02,07:45:58,07:45:58,S0080,11
R014_T02,07:51:15,07:51:15,S0081,12
R014_T03,08:00:00,08:00:00,S0070,1
R014_T03,08:05:37,08:05:37,S0071,2
R014_T03,08:08:52,08:08:52,S0072,3
R014_T03,08:12:25,08:12:25,S0073,4
R014_T03,08:16:05,08:16:05,S0074,5
R014_T03,08:19:08,08:19:08,S0075,6
R014_T03,08:22:34,08:22:34,S0076,7
R014_T03,08:27:04,08:27:04,S0077,8
R014_T03,08:30:12,08:30:12,S0078,9
R014_T03,08:33:47,08:33:47,S0079,10
R014_T03,08:37:13,08:37:13,S0080,11
R014_T03,08:42:43,08:42:43,S0081,12
R014_T04,09:00:00,09:00:00,S0070,1
R014_T04,09:04:20,09:04:20,S0071,2
R014_T04,09:08:23,09:08:23,S0072,3
R014_T04,09:11:59,09:11:59,S0073,4
R014_T04,09:15:33,09:15:33,S0074,5
R014_T04,09:20:35,09:20:35,S0075,6
R014_T04,09:24:01,09:24:01,S0076,7
R014_T04,09:27:03,09:27:03,S0077,8
R014_T04,09:31:34,09:31:34,S0078,9
R014_T04,09:34:52,09:34:52,S0079,10
R014_T04,09:37:52,09:37:52,S0080,11
R014_T04,09:42:28,09:42:28,S0081,12
R014_T05,10:00:00,10:00:00,S0070,1
R014_T05,10:04:18,10:04:18,S0071,2
R014_T05,10:08:52,10:08:52,S0072,3
R014_T05,10:14:23,10:14:23,S0073,4
R014_T05,10:17:55,10:17:55,S0074,5
R014_T05,10:22:12,10:22:12,S0075,6
R014_T05,10:25:19,10:25:19,S0076,7
R014_T05,10:29:29,10:29:29,S0077,8
R014_T05,10:34:58,10:34:58,S0078,9
R014_T05,10:40:14,10:40:14,S0079,10
R014_T05,10:45:25,10:45:25,S0080,11
R014_T05,10:48:46,10:48:46,S0081,12
R014_T06,11:00:00,11:00:00,S0070,1
R014_T06,11:05:12,11:05:12,S0071,2
R014_T06,11:08:51,11:08:51,S0072,3
R014_T06,11:14:16,11:14:16,S0073,4
R014_T06,11:18:48,11:18:48,S0074,5
R014_T06,11:22:53,11:22:53,S0075,6
R014_T06,11:26:59,11:26:59,S0076,7
R014_T06,11:30:07,11:30:07,S0077,8
R014_T06,11:34:27,11:34:27,S0078,9
R014_T06,11:37:27,11:37:27,S0079,10
R014_T06,11:41:51,11:41:51,S0080,11
R014_T06,11:45:19,11:45:19,S0081,12
R015_T01,06:00:00,06:00:00,S0075,1
R015_T01,06:05:36,06:05:36,S0076,2
R015_T01,06:08:52,06:08:52,S0077,3
R015_T01,06:14:15,06:14:15,S0078,4
R015_T01,06:19:30,06:19:30,S0079,5
R015_T01,06:22:37,06:22:37,S0080,6
R015_T01,06:26:56,06:26:56,S0081,7
R015_T01,06:30:21,06:30:21,S0082,8
R015_T01,06:35:53,06:35:53,S0083,9
R015_T01,06:41:12,06:41:12,S0084,10
R015_T01,06:46:19,06:46:19,S0085,11
R015_T01,06:51:37,06:51:37,S0086,12
R015_T02,07:00:00,07:00:00,S0075,1
R015_T02,07:03:14,07:03:14,S0076,2
R015_T02,07:06:44,07:06:44,S0077,3
R015_T02,07:10:13,07:10:13,S0078,4
R015_T02,07:15:51,07:15:51,S0079,5
R015_T02,07:20:17,07:20:17,S0080,6
R015_T02,07:25:52,07:25:52,S0081,7
R015_T02,07:30:26,07:30:26,S0082,8
R015_T02,07:35:39,07:35:39,S0083,9
R015_T02,07:39:17,07:39:17,S0084,10
R015_T02,07:42:50,07:42:50,S0085,11
R015_T02,07:47:23,07:47:23,S0086,12
R015_T03,08:00:00,08:00:00,S0075,1
R015_T03,08:03:36,08:03:36,S0076,2
R015_T03,08:06:39,08:06:39,S0077,3
R015_T03,08:12:11,08:12:11,S0078,4
R015_T03,08:15:47,08:15:47,S0079,5
R015_T03,08:20:56,08:20:56,S0080,6
R015_T03,08:24:16,08:24:16,S0081,7
R015_T03,08:29:44,08:29:44,S0082,8
R015_T03,08:32:57,08:32:57,S0083,9
R015_T03,08:38:34,08:38:34,S0084,10
R015_T03,08:42:39,08:42:39,S0085,11
R015_T03,08:48:07,08:48:07,S0086,12
R015_T04,09:00:00,09:00:00,S0075,1
R015_T04,09:03:32,09:03:32,S0076,2
R015_T04,09:08:01,09:08:01,S0077,3
R015_T04,09:13:04,09:13:04,S0078,4
R015_T04,09:18:33,09:18:33,S0079,5
R015_T04,09:23:52,09:23:52,S0080,6
R015_T04,09:28:53,09:28:53,S0081,7
R015_T04,09:33:09,09:33:09,S0082,8
R015_T04,09:36:22,09:36:22,S0083,9
R015_T04,09:41:26,09:41:26,S0084,10
R015_T04,09:44:53,09:44:53,S0085,11
